dataset,unique_identifier,plot,line,rep,treatment,block,row,col,DF,DPM,PLHA,POM_c2,SW100,TSW,YDHA,YDHPL,YdHa_clean
Dar16C_hiP,16ADB04146.000,4146,SAB_626,R1,T175,B8,14,3,39,80,28,11.5,56,287.469,2462.428256,1899.587512,1332.548004
Dar16C_hiP,16ADB04251.000,4251,DAB_616,R1,T131,B8,14,4,40,85,21,11.4,51,328.536,2962.319706,2894.609542,1524.63281
Dar16C_hiP,16ADB04278.000,4278,LPA_499,R1,T163,B14,14,5,40,81,29,11.7,51,349.272,2988.441628,2225.873764,1615.373853
Dar16C_hiP,16ADB04383.000,4383,DAN_017,R1,T246,B14,14,6,39,82,31,12.4,61,467.208,2763.291727,2763.291727,2143.694783
Dar16C_hiP,16ADB04410.000,4410,DAB_570,R2,T105,B2,14,7,40,82,30,11.5,55,303.912,2603.277209,1874.359591,1408.768699
Dar16C_hiP,16ADB04515.000,4515,DAB_609,R2,T120,B2,14,8,39,82,28,12.2,51,326.592,2778.563721,2143.463442,1501.926336
Dar16C_hiP,16ADB04542.000,4542,DAB_090,R2,T216,B8,14,9,38,82,32,11.4,48,421.848,3613.504186,2439.115326,1957.664613
Dar16C_hiP,16ADB04647.000,4647,AFR_619,R2,T100,B8,14,10,46,84,25,11.8,49,392.418,3353.805,2897.68752,1812.867568
Dar16C_hiP,16ADB04674.000,4674,DAB_934,R2,T55,B14,14,11,39,81,27,11.3,42,250.965,2149.738953,1719.791163,1165.964566
Dar16C_hiP,16ADB04779.000,4779,DAB_904,R2,T19,B14,14,12,38,81,21,11.6,52,217.728,1854.485581,1907.470884,1008.126713
Dar16C_hiP,16ADB04015.000,4015,MAZ_021,R1,T172,B2,15,1,40,82,28,11.4,51,305.721,2618.772907,2020.196243,1418.755531
Dar16C_hiP,16ADB04118.000,4118,DAA_078,R1,T356,B2,15,2,38,79,26,11.5,61,428.922,3674.099302,3052.328651,1988.246229
Dar16C_hiP,16ADB04147.000,4147,DAA_003,R1,T257,B8,15,3,39,80,24,11.5,58,246.402,2110.652791,1899.587512,1142.184004
Dar16C_hiP,16ADB04250.000,4250,DAA_121,R1,T374,B8,15,4,44,82,27,11.2,61,322.056,2758.696744,2206.957395,1497.934884
Dar16C_hiP,16ADB04279.000,4279,DAN_047,R1,T321,B14,15,5,39,80,21,11.6,51,231.336,1974.874186,2031.299163,1071.134632
Dar16C_hiP,16ADB04382.000,4382,DAA_148,R1,T315,B14,15,6,39,80,25,12.3,52,428.922,3645.005756,3149.284973,1970.273382
Dar16C_hiP,16ADB04411.000,4411,NUA_230,R2,T39,B2,15,7,47,85,28,11.1,56,303.912,2603.277209,2008.242419,1415.136015
Dar16C_hiP,16ADB04514.000,4514,DAA_123,R2,T323,B2,15,8,40,82,24,11.4,50,358.344,3069.535814,2762.582233,1662.962414
Dar16C_hiP,16ADB04543.000,4543,ACC_011,R2,T29,B8,15,9,39,82,35,12.2,51,267.624,2276.878605,1405.159367,1230.745192
Dar16C_hiP,16ADB04646.000,4646,SEQ_1004,R2,T197,B8,15,10,44,82,29,12.2,52,387.855,3299.774128,2457.762799,1783.661691
Dar16C_hiP,16ADB04675.000,4675,CAL_096,R2,T64,B14,15,11,40,81,27,12,70,301.158,2568.013953,2054.411163,1388.115651
Dar16C_hiP,16ADB04778.000,4778,AFR_722,R2,T396,B14,15,12,46,83,25,11.6,60,381.024,3263.810233,2819.932041,1764.221747
Dar16C_hiP,16ADB04016.000,4016,CMB_012,R1,T279,B2,16,1,43,83,27,11.6,46,342.225,2931.462209,2345.169767,1584.574167
Dar16C_hiP,16ADB04117.000,4117,DIACOL_CALIMA,R1,T210,B2,16,2,39,80,25,11.5,64,337.662,2892.376047,2499.012904,1565.215116
Dar16C_hiP,16ADB04148.000,4148,LPA_772,R1,T300,B8,16,3,42,81,27,12.1,51,314.847,2681.691017,2145.352814,1449.562712
Dar16C_hiP,16ADB04249.000,4249,ACC_024,R1,T40,B8,16,4,38,82,27,11.6,58,326.592,2797.551628,2238.041302,1512.190069
Dar16C_hiP,16ADB04280.000,4280,DAB_581,R1,T119,B14,16,5,46,81,27,11.1,60,403.704,3458.084651,2766.467721,1879.807542
Dar16C_hiP,16ADB04381.000,4381,DAN_028,R1,T266,B14,16,6,38,82,28,12.2,47,410.67,3493.878488,2695.277691,1888.582967
Dar16C_hiP,16ADB04412.000,4412,DAB_932,R2,T394,B2,16,7,37,80,27,11.5,70,385.56,3302.665116,2642.132093,1787.243872
Dar16C_hiP,16ADB04513.000,4513,DAN_047,R2,T321,B2,16,8,37,81,23,12.2,57,471.744,4459.423256,3769.182091,2169.449151
Dar16C_hiP,16ADB04544.000,4544,DAB_105,R2,T158,B8,16,9,40,81,34,11.4,47,471.744,4040.907907,2567.165023,2189.216342
Dar16C_hiP,16ADB04645.000,4645,RMA_072,R2,T188,B8,16,10,44,83,29,12.3,55,342.225,2908.249273,2166.144286,1572.026634
Dar16C_hiP,16ADB04676.000,4676,SAA_021,R2,T225,B14,16,11,40,81,33,11.9,51,406.107,3466.863052,2269.219452,1873.980028
Dar16C_hiP,16ADB04777.000,4777,DAB_528,R2,T93,B14,16,12,46,82,26,11,48,276.696,2370.147907,1969.045953,1289.856694
Dar16C_hiP,16ADB04017.000,4017,DAB_629,R1,T151,B2,17,1,40,79,30,11.6,54,209.898,1797.963488,1294.533712,971.8721559
Dar16C_hiP,16ADB04116.000,4116,DAB_258,R1,T86,B2,17,2,40,81,24,11.7,60,365.04,3123.355814,2811.020233,1688.30044
Dar16C_hiP,16ADB04149.000,4149,SAA_017,R1,T223,B8,17,3,40,82,25,12.7,58,314.847,2663.385959,2301.165469,1439.668086
Dar16C_hiP,16ADB04248.000,4248,LPA_435,R1,T161,B8,17,4,39,82,28,11.9,59,489.888,4182.086512,3226.181023,2260.587304
Dar16C_hiP,16ADB04281.000,4281,DAB_926,R1,T53,B14,17,5,39,80,31,11.4,54,308.448,2642.132093,1840.969458,1431.410685
Dar16C_hiP,16ADB04380.000,4380,LPA_714,R1,T169,B14,17,6,46,83,29,11.8,60,460.863,3938.770988,2933.705288,2129.065399
Dar16C_hiP,16ADB04413.000,4413,DAB_549,R2,T95,B2,17,7,38,81,27,11.3,58,451.737,3095.624093,3095.624093,2098.736219
Dar16C_hiP,16ADB04512.000,4512,DAB_384,R2,T77,B2,17,8,38,81,24,11.5,50,417.312,3217.184372,3217.184372,1934.428661
Dar16C_hiP,16ADB04545.000,4545,DAB_049,R2,T212,B8,17,9,39,81,32,11.3,29,462.672,3963.19814,2675.158744,2149.539409
Dar16C_hiP,16ADB04644.000,4644,LPA_610,R2,T167,B8,17,10,39,82,31,11.6,50,333.099,1988.098758,1988.098758,1542.318856
Dar16C_hiP,16ADB04677.000,4677,DIACOL_CALIMA,R2,T210,B14,17,11,39,80,29,11.3,62,305.721,2618.772907,1950.534303,1420.356835
Dar16C_hiP,16ADB04776.000,4776,DAB_903,R2,T15,B14,17,12,39,80,30,11.2,57,322.056,2758.696744,1986.261656,1497.934884
Dar16C_hiP,16ADB04018.000,4018,DAA_007,R1,T262,B2,18,1,40,80,31,11.9,53,282.906,2415.118081,1682.791953,1305.469233
Dar16C_hiP,16ADB04115.000,4115,DAB_920,R1,T16,B2,18,2,39,82,24,11.6,53,232.713,1991.139331,1792.025398,1077.510434
Dar16C_hiP,16ADB04150.000,4150,CMB_057,R1,T284,B8,18,3,45,84,30,11.3,60,314.847,2696.945233,1941.800567,1462.755547
Dar16C_hiP,16ADB04247.000,4247,DAB_933,R1,T52,B8,18,4,39,81,30,11.5,60,305.721,2618.772907,1885.516493,1417.154227
Dar16C_hiP,16ADB04282.000,4282,DAB_109,R1,T218,B14,18,5,40,80,28,12.1,56,408.24,3477.160465,2682.38093,1879.546197
Dar16C_hiP,16ADB04379.000,4379,DAB_366,R1,T87,B14,18,6,39,81,25,12.1,58,557.928,4752.119302,4105.831077,2568.713136
Dar16C_hiP,16ADB04414.000,4414,DAB_591,R2,T135,B2,18,7,39,80,27,12,61,565.812,3859.802791,3859.802791,2607.974859
Dar16C_hiP,16ADB04511.000,4511,BRB_215,R2,T191,B2,18,8,38,83,17,11.2,51,394.632,3380.374884,4295.064558,1835.497674
Dar16C_hiP,16ADB04546.000,4546,DAA_164,R2,T344,B8,18,9,38,81,24,11.8,58,394.632,3372.726977,3035.454279,1823.095663
Dar16C_hiP,16ADB04643.000,4643,DAA_027,R2,T350,B8,18,10,39,82,26,11.5,59,296.595,2540.600581,2110.652791,1374.851116
Dar16C_hiP,16ADB04678.000,4678,DAB_251,R2,T395,B14,18,11,46,83,29,12.2,55,365.04,3105.669767,2313.188516,1678.740415
Dar16C_hiP,16ADB04775.000,4775,DAB_374,R2,T79,B14,18,12,46,83,29,11.8,50,308.448,2636.154419,1963.480532,1424.948334
Dar16C_hiP,16ADB04019.000,4019,DAB_587,R1,T128,B2,19,1,38,81,31,11.8,55,328.536,2807.836744,1956.428183,1517.749591
Dar16C_hiP,16ADB04114.000,4114,DAB_065,R1,T156,B2,19,2,40,82,25,11.3,62,337.662,2892.376047,2499.012904,1568.752326
Dar16C_hiP,16ADB04151.000,4151,SEQ_1003,R1,T196,B8,19,3,43,82,NA,11.6,NA,258.552,2214.728372,NA,1197.150471
Dar16C_hiP,16ADB04246.000,4246,NDZ_012,R1,T338,B8,19,4,38,81,30,12.3,57,346.788,2947.02593,2121.85867,1592.986989
Dar16C_hiP,16ADB04283.000,4283,DAN_037,R1,T326,B14,19,5,40,81,28,11.9,56,260.091,2220.350494,1712.84181,1200.189456
Dar16C_hiP,16ADB04378.000,4378,CMB_006,R1,T273,B14,19,6,46,81,27,11.6,48,226.8,1942.744186,1554.195349,1050.131992
Dar16C_hiP,16ADB04415.000,4415,CMB_016,R2,T281,B2,19,7,40,81,25,11.4,56,276.696,2370.147907,2047.807792,1284.059585
Dar16C_hiP,16ADB04510.000,4510,DAA_007,R2,T262,B2,19,8,39,81,25,11.1,50,362.88,3108.390698,2685.649563,1689.714645
Dar16C_hiP,16ADB04547.000,4547,DAA_115,R2,T368,B8,19,9,46,84,28,12.4,50,358.344,3041.757209,2346.498419,1644.193086
Dar16C_hiP,16ADB04642.000,4642,NATAL_SUGAR,R2,T202,B8,19,10,47,84,34,11.7,42,387.855,3318.565552,2108.265174,1793.819217
Dar16C_hiP,16ADB04679.000,4679,DAB_596,R2,T140,B14,19,11,39,81,27,11.8,57,447.174,3821.777791,3057.422233,2065.825833
Dar16C_hiP,16ADB04774.000,4774,NUA_430,R2,T229,B14,19,12,42,81,27,11.1,64,281.232,2409.002791,1927.202233,1309.52885
Dar16C_hiP,16ADB04020.000,4020,NDZ_002,R1,T322,B2,20,1,42,83,26,11.7,50,287.469,2459.642703,2043.395477,1329.536596
Dar16C_hiP,16ADB04113.000,4113,CMB_004,R1,T278,B2,20,2,46,83,19,11.6,58,209.898,1781.692326,2025.502854,971.8721559
Dar16C_hiP,16ADB04152.000,4152,DAB_251,R1,T88,B8,20,3,40,82,24,11.7,64,485.352,4152.769535,3737.492581,2244.740289
Dar16C_hiP,16ADB04245.000,4245,DAA_052,R1,T335,B8,20,4,39,81,32,11.1,65,344.736,2952.971163,1993.255535,1605.228913
Dar16C_hiP,16ADB04284.000,4284,DAN_031,R1,T269,B14,20,5,39,80,32,11.5,61,358.344,3069.535814,2071.936674,1661.085481
Dar16C_hiP,16ADB04377.000,4377,DAB_600,R1,T99,B14,20,6,39,81,26,11.5,64,303.912,2603.277209,2162.722605,1408.768699
Dar16C_hiP,16ADB04416.000,4416,SAB_659,R2,T385,B2,20,7,40,82,25,11.7,60,439.992,3764.660233,3252.666441,2034.951477
Dar16C_hiP,16ADB04509.000,4509,DAN_025,R2,T254,B2,20,8,47,83,29,11.2,62,371.952,3186.100465,2373.095519,1730.009302
Dar16C_hiP,16ADB04548.000,4548,DAB_277,R2,T83,B8,20,9,38,81,29,11.3,57,353.808,3030.68093,2257.334762,1643.765431
Dar16C_hiP,16ADB04641.000,4641,DAN_014,R2,T243,B8,20,10,40,82,35,11.6,56,323.973,1712.643979,1712.643979,1500.063545
Dar16C_hiP,16ADB04680.000,4680,DAB_909,R2,T14,B14,20,11,38,80,28,12.3,49,346.788,2947.02593,2273.420003,1592.986989
Dar16C_hiP,16ADB04773.000,4773,DAN_037,R2,T326,B14,20,12,47,82,27,11.1,61,335.664,2875.261395,2300.209116,1562.986047
Dar16C_hiP,16ADB04021.000,4021,DAB_231,R1,T76,B2,21,1,40,83,26,11.5,57,323.973,2775.117558,2305.482279,1501.760449
Dar16C_hiP,16ADB04112.000,4112,LPA_770,R1,T297,B2,21,2,40,81,28,11.4,54,246.402,2110.652791,1628.217867,1143.474607
Dar16C_hiP,16ADB04153.000,4153,DAB_927,R1,T54,B8,21,3,39,81,35,11.2,47,290.304,2486.712558,1534.656893,1350.251163
Dar16C_hiP,16ADB04244.000,4244,COS_016,R1,T193,B8,21,4,39,83,28,11.2,51,508.032,3357.061953,3357.061953,2362.939535
Dar16C_hiP,16ADB04285.000,4285,LPA_406,R1,T306,B14,21,5,40,82,25,11.6,62,322.056,2758.696744,2383.513987,1491.187429
Dar16C_hiP,16ADB04376.000,4376,RAA_034,R1,T393,B14,21,6,46,83,32,11.5,59,498.96,4274.037209,2884.975116,2312.903834
Dar16C_hiP,16ADB04417.000,4417,DAA_159,R2,T319,B2,21,7,40,82,27,11.1,53,358.344,3069.535814,2455.628651,1668.593212
Dar16C_hiP,16ADB04508.000,4508,CMB_006,R2,T273,B2,21,8,46,82,26,11.6,48,213.192,1807.587209,1501.687835,987.1240729
Dar16C_hiP,16ADB04549.000,4549,DAA_111,R2,T364,B8,21,9,40,81,28,11.2,43,394.632,3380.374884,2607.717767,1835.497674
Dar16C_hiP,16ADB04640.000,4640,DAB_568,R2,T103,B8,21,10,40,82,32,11.9,53,278.343,2376.164564,1603.911081,1284.413278
Dar16C_hiP,16ADB04681.000,4681,G4523,R2,T152,B14,21,11,40,81,31,12,48,419.796,3579.655814,2494.211793,1934.949089
Dar16C_hiP,16ADB04772.000,4772,SEN_056,R2,T389,B14,21,12,46,83,29,11.6,27,553.392,3530.703089,3530.703089,2562.322062
Dar16C_hiP,16ADB04022.000,4022,DAN_027,R1,T265,B2,22,1,40,82,21,12.1,60,305.721,2603.960843,2678.359724,1407.546402
Dar16C_hiP,16ADB04111.000,4111,DAN_012,R1,T241,B2,22,2,44,85,27,12.1,60,387.855,3303.532413,2642.82593,1785.693196
Dar16C_hiP,16ADB04154.000,4154,DAB_612,R1,T124,B8,22,3,39,82,24,11.1,57,254.016,2175.873488,1958.28614,1182.800251
Dar16C_hiP,16ADB04243.000,4243,PVA_773,R1,T184,B8,22,4,43,83,28,11.7,58,453.6,2993.986047,2993.986047,2097.888121
Dar16C_hiP,16ADB04286.000,4286,DAB_901,R1,T2,B14,22,5,39,80,31,11.1,45,272.16,2331.293023,1624.384816,1267.285984
Dar16C_hiP,16ADB04375.000,4375,CMB_045,R1,T289,B14,22,6,40,82,25,11.9,62,408.24,3485.072093,3011.102288,1883.822753
Dar16C_hiP,16ADB04418.000,4418,DAB_577,R2,T114,B2,22,7,40,82,31,11.5,70,538.434,4392.540199,3213.639088,2495.883564
Dar16C_hiP,16ADB04507.000,4507,DAB_252,R2,T84,B2,22,8,40,82,27,11.3,57,435.456,3730.068837,2984.05507,2023.095915
Dar16C_hiP,16ADB04550.000,4550,DAB_913,R2,T6,B8,22,9,39,81,27,11.4,46,276.696,2370.147907,1896.118326,1284.059585
Dar16C_hiP,16ADB04639.000,4639,DAB_580,R2,T118,B8,22,10,40,82,27,11.9,58,460.863,3147.444209,3147.444209,2126.651493
Dar16C_hiP,16ADB04682.000,4682,LPA_546,R2,T166,B14,22,11,40,81,28,11.6,67,287.469,2462.428256,1899.587512,1331.0423
Dar16C_hiP,16ADB04771.000,4771,DAA_060,R2,T332,B14,22,12,42,82,31,11.7,56,340.2,2910.819767,2028.184096,1573.416091
Dar16C_hiP,16ADB04023.000,4023,DAN_010,R1,T239,B3,23,1,39,82,28,11.2,52,246.402,2110.652791,1628.217867,1146.055814
Dar16C_hiP,16ADB04110.000,4110,ACC_005,R1,T32,B3,23,2,40,81,26,11.8,67,282.906,2417.859419,2008.683209,1306.951037
Dar16C_hiP,16ADB04155.000,4155,DAD_036,R1,T205,B9,23,3,39,82,26,11.6,44,185.976,1593.050233,1323.457116,861.1082338
Dar16C_hiP,16ADB04242.000,4242,CMB_036,R1,T274,B9,23,4,44,83,24,12.1,57,353.808,3172.146389,2712.185163,1628.940038
Dar16C_hiP,16ADB04287.000,4287,DAB_252,R1,T84,B15,23,5,39,81,28,11.3,61,467.208,4002.053023,3087.298047,2170.613325
Dar16C_hiP,16ADB04374.000,4374,SAP_001-16,R1,T226,B15,23,6,39,79,28,11.6,54,325.728,2790.150698,2152.401967,1508.189566
Dar16C_hiP,16ADB04419.000,4419,DAA_098,R2,T361,B3,23,7,40,81,26,11.8,61,383.292,3275.809535,2721.441767,1770.707857
Dar16C_hiP,16ADB04506.000,4506,DAN_011,R2,T240,B3,23,8,40,82,NA,11.6,NA,NA,NA,NA,NA
Dar16C_hiP,16ADB04551.000,4551,DAA_126,R2,T340,B9,23,9,47,84,32,11.3,52,353.808,3030.68093,2045.709628,1643.765431
Dar16C_hiP,16ADB04638.000,4638,ACC_008,R2,T26,B9,23,10,39,81,33,11.7,53,337.662,2889.104128,1891.049975,1561.677907
Dar16C_hiP,16ADB04683.000,4683,DAB_267,R2,T82,B15,23,11,39,81,30,12.3,54,369.603,2261.454635,2261.454635,1697.788765
Dar16C_hiP,16ADB04770.000,4770,CMB_050,R2,T287,B15,23,12,46,84,27,12.1,58,254.016,2163.566512,1730.853209,1169.495412
Dar16C_hiP,16ADB04024.000,4024,DAB_105,R1,T158,B3,24,1,40,78,27,11.9,47,337.662,2882.560291,2306.048233,1558.140698
Dar16C_hiP,16ADB04109.000,4109,NUA_365,R1,T139,B3,24,2,39,80,28,11.4,64,401.544,2653.39208,2653.39208,1863.440101
Dar16C_hiP,16ADB04156.000,4156,SAB_259,R1,T195,B9,24,3,40,81,29,12.2,51,369.603,3144.49064,2342.103373,1699.72467
Dar16C_hiP,16ADB04241.000,4241,DAA_159,R1,T319,B9,24,4,40,83,29,11,58,412.776,3535.794419,2633.557222,1924.212445
Dar16C_hiP,16ADB04288.000,4288,ACC_008,R1,T26,B15,24,5,39,81,27,12.4,56,401.544,3408.454884,2726.763907,1842.408045
Dar16C_hiP,16ADB04373.000,4373,CMB_095,R1,T288,B15,24,6,48,82,26,11.9,52,410.67,3505.81657,2912.524535,1895.035984
Dar16C_hiP,16ADB04420.000,4420,DAA_049,R2,T334,B3,24,7,39,80,27,11.5,56,467.208,4002.053023,3201.642419,2165.719045
Dar16C_hiP,16ADB04505.000,4505,DAA_004,R2,T258,B3,24,8,39,83,29,11.9,51,240.408,2052.320233,1528.624725,1109.362288
Dar16C_hiP,16ADB04552.000,4552,NUA_368,R2,T145,B9,24,9,48,85,26,12.3,64,340.2,2401.787657,2401.787657,1562.724701
Dar16C_hiP,16ADB04637.000,4637,ACC_005,R2,T32,B9,24,10,40,81,28,12.2,58,396.981,3377.415872,2605.435101,1825.630201
Dar16C_hiP,16ADB04684.000,4684,DAB_586,R2,T126,B15,24,11,47,85,30,11.7,48,260.091,2225.391017,1602.281533,1202.914063
Dar16C_hiP,16ADB04769.000,4769,DAA_151,R2,T313,B15,24,12,45,83,28,11.5,50,381.024,3263.810233,2517.796465,1766.217473
Dar16C_hiP,16ADB04025.000,4025,DAN_002,R1,T231,B3,25,1,40,79,26,11.6,56,223.587,1906.555814,1583.907907,1035.255123
Dar16C_hiP,16ADB04108.000,4108,DAB_317,R1,T209,B3,25,2,39,80,31,11.2,57,241.839,2071.566628,1443.414167,1124.832558
Dar16C_hiP,16ADB04157.000,4157,DAA_173,R1,T341,B9,25,3,42,80,28,11.6,58,217.728,1865.034419,1438.740837,1008.126713
Dar16C_hiP,16ADB04240.000,4240,DAN_011,R1,T240,B9,25,4,43,83,31,11.5,61,479.115,4104.047093,2859.594104,2220.913341
Dar16C_hiP,16ADB04289.000,4289,DAB_593,R1,T137,B15,25,5,39,80,22,11.8,54,299.376,2558.620465,2512.100093,1383.038089
Dar16C_hiP,16ADB04372.000,4372,DAB_603,R1,T101,B15,25,6,40,82,32,11.8,50,344.736,2946.290233,1988.745907,1592.589315
Dar16C_hiP,16ADB04421.000,4421,LPA_778,R2,T307,B3,25,7,40,82,28,12.5,64,296.595,2514.734738,1939.938227,1359.316075
Dar16C_hiP,16ADB04504.000,4504,DAB_927,R2,T54,B3,25,8,39,81,20,11.8,47,249.48,2132.183721,2302.758419,1152.531741
Dar16C_hiP,16ADB04553.000,4553,MAZ_048,R2,T174,B9,25,9,39,82,24,11.7,45,308.448,2639.143256,2375.22893,1426.563922
Dar16C_hiP,16ADB04636.000,4636,DAB_621,R2,T141,B9,25,10,40,81,20,11.3,53,346.788,2970.548372,3208.192242,1611.151037
Dar16C_hiP,16ADB04685.000,4685,LPA_776,R2,T304,B15,25,11,46,80,30,11.5,55,273.78,2345.169767,1688.522233,1269.093338
Dar16C_hiP,16ADB04768.000,4768,DAN_005,R2,T234,B15,25,12,45,83,28,11.1,68,312.984,2680.986977,2068.189953,1457.378881
Dar16C_hiP,16ADB04026.000,4026,DAA_024,R1,T352,B3,26,1,39,81,25,11.6,55,232.713,1993.394302,1722.292677,1077.510434
Dar16C_hiP,16ADB04107.000,4107,DAA_005,R1,T259,B3,26,2,38,80,29,11.4,55,310.284,2657.85907,1979.646755,1439.930987
Dar16C_hiP,16ADB04158.000,4158,DAB_066,R1,T157,B9,26,3,41,83,25,11.4,60,322.056,2758.696744,2383.513987,1494.561157
Dar16C_hiP,16ADB04239.000,4239,DAB_528,R1,T93,B9,26,4,39,80,24,11.5,53,344.736,2952.971163,2657.674047,1598.006285
Dar16C_hiP,16ADB04290.000,4290,BRB_215,R1,T191,B15,26,5,39,80,22,11.6,47,317.52,2719.84186,2670.39019,1470.184789
Dar16C_hiP,16ADB04371.000,4371,LPA_736,R1,T171,B15,26,6,40,81,30,11.2,57,421.848,2601.723014,2601.723014,1962.083721
Dar16C_hiP,16ADB04422.000,4422,ACC_025,R2,T44,B3,26,7,39,81,26,11.2,41,255.528,2188.825116,1818.408558,1188.502326
Dar16C_hiP,16ADB04503.000,4503,DAB_619,R2,T134,B3,26,8,39,80,24,11.8,54,312.984,2674.921395,2407.429256,1445.903457
Dar16C_hiP,16ADB04554.000,4554,DAA_173,R2,T341,B9,26,9,40,80,27,11.2,53,254.016,2175.873488,1740.698791,1181.469767
Dar16C_hiP,16ADB04635.000,4635,CMB_025,R2,T275,B9,26,10,38,81,25,11.9,59,351.351,2999.420843,2591.499608,1621.308564
Dar16C_hiP,16ADB04686.000,4686,DAB_603,R2,T101,B15,26,11,46,83,31,11.8,48,241.839,2066.879826,1440.148524,1117.232338
Dar16C_hiP,16ADB04767.000,4767,LPA_499,R2,T163,B15,26,12,46,83,28,11.1,50,403.704,3458.084651,2667.665302,1879.807542
Dar16C_hiP,16ADB04027.000,4027,DAB_052,R1,T213,B3,27,1,42,81,26,11.7,27,264.654,2264.432965,1881.221233,1224.017819
Dar16C_hiP,16ADB04106.000,4106,SAA_021,R1,T225,B3,27,2,38,80,28,12.1,55,328.536,2798.286279,2158.677987,1512.587178
Dar16C_hiP,16ADB04159.000,4159,DAB_575,R1,T111,B9,27,3,43,81,28,11.7,45,272.16,2328.655814,1796.391628,1258.732872
Dar16C_hiP,16ADB04238.000,4238,DAA_123,R1,T323,B9,27,4,39,80,29,11.3,50,421.848,3613.504186,2691.437601,1959.874167
