dataset,unique_identifier,plot,line,rep,treatment,block,row,col,DF,DPM,PLHA,POM_c2,SW100,TSW,YDHA,YDHPL,YdHa_clean
Dar16C_hiP,16ADB04291.000,4291,AFR_708,R1,T360,B15,27,5,45,81,29,11.5,56,349.272,2991.826047,2228.394573,1619.032684
Dar16C_hiP,16ADB04370.000,4370,ACC_027,R1,T47,B15,27,6,40,82,33,11.2,51,294.84,1653.098689,1653.098689,1371.348837
Dar16C_hiP,16ADB04423.000,4423,SAB_560,R2,T388,B3,27,7,39,79,29,11.3,49,353.808,3030.68093,2257.334762,1643.765431
Dar16C_hiP,16ADB04502.000,4502,DAB_541,R2,T71,B3,27,8,39,80,29,11.8,50,276.696,2364.785581,1761.357536,1278.262476
Dar16C_hiP,16ADB04555.000,4555,DAA_013,R2,T327,B9,27,9,37,80,20,12.5,56,312.984,2653.69186,2865.987209,1434.428033
Dar16C_hiP,16ADB04634.000,4634,SAA_015,R2,T222,B9,27,10,39,82,32,11,57,410.67,2374.48439,2374.48439,1914.395035
Dar16C_hiP,16ADB04687.000,4687,DAB_602,R2,T98,B15,27,11,44,83,32,12.3,54,246.402,2093.939477,1413.409147,1131.859177
Dar16C_hiP,16ADB04766.000,4766,DAB_604,R2,T102,B15,27,12,46,84,30,11.7,66,390.096,3337.74,2403.1728,1804.183784
Dar16C_hiP,16ADB04028.000,4028,DAB_236,R1,T81,B3,28,1,38,81,34,11.8,55,273.78,2339.863953,1486.501806,1264.791326
Dar16C_hiP,16ADB04105.000,4105,ACC_002,R1,T33,B3,28,2,40,80,31,11.2,49,314.847,2696.945233,1879.161839,1464.404651
Dar16C_hiP,16ADB04160.000,4160,DAB_939,R1,T50,B9,28,3,39,81,29,11.6,57,282.906,2423.342093,1804.972042,1309.914645
Dar16C_hiP,16ADB04237.000,4237,DAB_534,R1,T96,B9,28,4,40,81,29,11.2,63,342.225,2931.462209,2183.433921,1591.744186
Dar16C_hiP,16ADB04292.000,4292,DAA_013,R1,T327,B15,28,5,39,80,34,12.5,52,351.351,2978.993459,1892.537021,1610.266735
Dar16C_hiP,16ADB04369.000,4369,DAB_591,R1,T135,B15,28,6,39,79,25,12.1,55,387.855,3303.532413,2854.252005,1785.693196
Dar16C_hiP,16ADB04424.000,4424,RAA_034,R2,T393,B3,28,7,46,84,23,11.7,52,390.096,3337.74,3134.573217,1804.183784
Dar16C_hiP,16ADB04501.000,4501,DAB_926,R2,T53,B3,28,8,40,81,28,11.8,52,267.624,2287.251628,1764.451256,1236.352231
Dar16C_hiP,16ADB04556.000,4556,DAA_112,R2,T365,B9,28,9,38,81,22,11.6,56,249.48,2137.018605,2098.163721,1155.145192
Dar16C_hiP,16ADB04633.000,4633,DAB_616,R2,T131,B9,28,10,45,84,28,11.3,45,401.544,3439.582326,2653.39208,1865.543306
Dar16C_hiP,16ADB04688.000,4688,AFR_708,R2,T360,B15,28,11,45,82,27,11.1,50,269.217,2306.083605,1844.866884,1253.582197
Dar16C_hiP,16ADB04765.000,4765,DAB_053,R2,T154,B15,28,12,46,84,26,11.6,57,226.8,1940.546512,1612.146333,1050.131992
Dar16C_hiP,16ADB04029.000,4029,DAA_125,R1,T339,B3,29,1,39,83,27,11.6,52,196.209,1680.705,1344.564,908.4891892
Dar16C_hiP,16ADB04104.000,4104,NUA_430,R1,T229,B3,29,2,40,80,28,11.6,62,123.201,1055.326395,814.1089336,570.4467002
Dar16C_hiP,16ADB04161.000,4161,DAA_112,R1,T365,B9,29,3,39,82,25,11.6,58,205.335,1742.959884,1505.91734,950.7445003
Dar16C_hiP,16ADB04236.000,4236,ACC_029,R1,T45,B9,29,4,43,82,25,11.6,48,190.512,1631.905116,1409.96602,882.1108737
Dar16C_hiP,16ADB04293.000,4293,DAB_912,R1,T17,B15,29,5,39,81,28,11.2,52,326.592,2797.551628,2158.111256,1519.032558
Dar16C_hiP,16ADB04368.000,4368,DAB_576,R1,T113,B15,29,6,40,82,27,11.6,60,424.359,3635.01314,2908.010512,1964.871967
Dar16C_hiP,16ADB04425.000,4425,LPA_736,R2,T171,B3,29,7,46,85,26,11,58,272.16,2331.293023,1936.766512,1268.711502
Dar16C_hiP,16ADB04500.000,4500,DAB_236,R2,T81,B3,29,8,38,81,29,11.8,56,331.128,2829.989302,2107.854101,1529.723947
Dar16C_hiP,16ADB04557.000,4557,DAA_096,R2,T362,B9,29,9,40,81,25,11.7,60,285.768,2445.088605,2112.556554,1321.669516
Dar16C_hiP,16ADB04632.000,4632,DAN_013,R2,T242,B9,29,10,45,84,23,11.6,51,123.201,1055.326395,991.0891365,570.4467002
Dar16C_hiP,16ADB04689.000,4689,DAB_302,R2,T208,B15,29,11,40,81,26,11.6,64,296.595,2540.600581,2110.652791,1373.297612
Dar16C_hiP,16ADB04764.000,4764,DAB_545,R2,T97,B15,29,12,40,81,31,11.8,53,258.552,2209.717674,1539.674251,1194.441986
Dar16C_hiP,16ADB04030.000,4030,CAL_096,R1,T390,B3,30,1,42,82,34,11.8,69,241.839,2066.879826,1313.076595,1117.232338
Dar16C_hiP,16ADB04103.000,4103,DAB_302,R1,T208,B3,30,2,39,81,32,12,70,428.922,3657.474419,2468.795233,1977.013199
Dar16C_hiP,16ADB04162.000,4162,DAA_120,R1,T373,B9,30,3,43,81,30,11.2,54,294.84,2525.567442,1818.408558,1371.348837
Dar16C_hiP,16ADB04235.000,4235,DOR_390,R1,T378,B9,30,4,48,84,39,11.1,26,512.568,4390.60186,2431.717953,2386.721936
Dar16C_hiP,16ADB04294.000,4294,DAN_015,R1,T244,B15,30,5,39,81,29,11.5,63,430.92,2749.317979,2749.317979,1997.507857
Dar16C_hiP,16ADB04367.000,4367,DAB_924,R1,T22,B15,30,6,40,81,32,11.2,56,412.776,3535.794419,2386.661233,1919.888372
Dar16C_hiP,16ADB04426.000,4426,DAN_028,R2,T266,B3,30,7,38,82,26,11.7,51,246.402,2108.265174,1751.481837,1139.602797
Dar16C_hiP,16ADB04499.000,4499,DAA_012,R2,T309,B3,30,8,39,81,31,12.1,58,426.384,3631.70093,2530.475487,1963.081584
Dar16C_hiP,16ADB04558.000,4558,LPA_122,R2,T292,B9,30,9,47,84,25,11.9,48,335.664,2865.503721,2475.795215,1548.92093
Dar16C_hiP,16ADB04631.000,4631,DAB_576,R2,T113,B9,30,10,47,82,25,12.2,58,474.552,4037.370698,3488.288283,2182.362539
Dar16C_hiP,16ADB04690.000,4690,DAA_116,R2,T369,B15,30,11,40,81,32,11.4,50,292.032,2501.514419,1688.522233,1355.229164
Dar16C_hiP,16ADB04763.000,4763,DAB_906,R2,T9,B15,30,12,39,81,24,11.1,53,322.056,2758.696744,2482.82707,1499.621747
Dar16C_hiP,16ADB04031.000,4031,DAB_489,R1,T68,B3,31,1,39,79,36,11.6,49,305.721,2618.772907,1571.263744,1415.552923
Dar16C_hiP,16ADB04102.000,4102,DAB_589,R1,T132,B3,31,2,39,80,30,11.2,59,278.343,2384.25593,1716.66427,1294.618605
Dar16C_hiP,16ADB04163.000,4163,TIO_CANELA_75,R1,T211,B9,31,3,46,85,28,12.7,23,349.272,2954.597442,2279.260884,1597.079698
Dar16C_hiP,16ADB04234.000,4234,DAA_116,R1,T369,B9,31,4,40,82,27,11,55,267.624,2292.43814,1833.950512,1247.56631
Dar16C_hiP,16ADB04295.000,4295,CMB_016,R1,T281,B15,31,5,38,80,23,11.5,64,263.088,2253.583256,2116.408623,1219.531113
Dar16C_hiP,16ADB04366.000,4366,DAA_045,R1,T349,B15,31,6,39,80,29,11.6,74,447.174,3830.443953,2853.020324,2070.510245
Dar16C_hiP,16ADB04427.000,4427,DAB_929,R2,T57,B3,31,7,38,79,26,11.4,54,367.416,3147.245581,2614.634791,1705.062728
Dar16C_hiP,16ADB04498.000,4498,DAB_150,R2,T159,B3,31,8,40,80,24,11.5,45,322.056,2758.696744,2482.82707,1492.874293
Dar16C_hiP,16ADB04559.000,4559,DAB_581,R2,T119,B9,31,9,40,82,27,11.6,65,340.2,2914.116279,2331.293023,1575.197989
Dar16C_hiP,16ADB04630.000,4630,DAA_078,R2,T356,B9,31,10,45,82,30,12.1,54,328.536,2798.286279,2014.766121,1512.587178
Dar16C_hiP,16ADB04691.000,4691,ACC_028,R2,T46,B15,31,11,40,81,30,11.6,49,168.831,1444.552064,1040.077486,781.7232558
Dar16C_hiP,16ADB04762.000,4762,DAB_933,R2,T52,B15,31,12,39,81,24,11.6,54,199.584,1696.077209,1526.469488,924.1161534
Dar16C_hiP,16ADB04032.000,4032,DAB_353,R1,T74,B3,32,1,40,81,24,11.6,51,196.209,1680.705,1512.6345,908.4891892
Dar16C_hiP,16ADB04101.000,4101,DAA_041,R1,T346,B3,32,2,40,80,32,11.1,65,369.603,3165.979186,2137.035951,1721.019626
Dar16C_hiP,16ADB04164.000,4164,DAN_020,R1,T249,B9,32,3,40,82,22,12,58,287.469,2451.286047,2406.717209,1325.019485
Dar16C_hiP,16ADB04233.000,4233,DAN_054,R1,T336,B9,32,4,39,82,23,12.5,58,269.217,2282.605378,2143.664181,1233.840745
Dar16C_hiP,16ADB04296.000,4296,DAB_929,R1,T57,B15,32,5,37,79,26,11,52,376.488,3224.955349,2679.193674,1755.050911
Dar16C_hiP,16ADB04365.000,4365,DAA_142,R1,T317,B15,32,6,39,81,27,11.5,66,428.922,3674.099302,2939.279442,1988.246229
Dar16C_hiP,16ADB04428.000,4428,DAN_032,R2,T270,B3,32,7,38,79,29,12,64,272.16,2320.744186,1728.55429,1254.456317
Dar16C_hiP,16ADB04497.000,4497,DAB_900,R2,T13,B3,32,8,40,79,26,12.5,53,294.84,2499.854651,2076.802326,1351.272784
Dar16C_hiP,16ADB04560.000,4560,ACC_004,R2,T41,B9,32,9,40,82,24,11.6,56,145.152,1234.917209,1111.425488,672.0844752
Dar16C_hiP,16ADB04629.000,4629,RAA_030,R2,T186,B9,32,10,46,85,22,12,49,310.284,2645.832558,2597.726512,1430.179761
Dar16C_hiP,16ADB04692.000,4692,DAB_936,R2,T56,B15,32,11,39,81,25,11.6,46,246.402,2110.652791,1823.604011,1140.8934
Dar16C_hiP,16ADB04761.000,4761,CMB_012,R2,T279,B15,32,12,47,85,27,11.8,43,421.848,3605.328837,2884.26307,1948.826398
Dar16C_hiP,16ADB04033.000,4033,NDZ_008,R1,T325,B3,33,1,40,80,37,11.6,49,237.276,2032.480465,1186.529136,1098.638089
Dar16C_hiP,16ADB04100.000,4100,DAB_606,R1,T112,B3,33,2,42,83,28,12.1,49,328.536,2798.286279,2158.677987,1512.587178
Dar16C_hiP,16ADB04165.000,4165,DAB_295,R1,T391,B9,33,3,47,83,28,11.6,62,444.528,3807.778605,2937.429209,2058.258705
Dar16C_hiP,16ADB04232.000,4232,DAB_244,R1,T78,B9,33,4,39,80,29,12.1,56,319.41,2720.556105,2026.345237,1470.570867
Dar16C_hiP,16ADB04297.000,4297,DAB_588,R1,T130,B15,33,5,39,80,31,11.9,44,451.737,3856.398227,2687.038764,2084.539582
Dar16C_hiP,16ADB04364.000,4364,DAB_936,R1,T56,B15,33,6,39,79,27,11.4,48,272.16,2331.293023,1865.034419,1263.009428
Dar16C_hiP,16ADB04429.000,4429,DAB_441,R2,T69,B3,33,7,39,80,27,11.4,58,401.544,3439.582326,2751.66586,1863.440101
Dar16C_hiP,16ADB04496.000,4496,DAA_045,R2,T349,B3,33,8,37,78,29,12.4,66,290.304,2464.208372,1835.410374,1332.004525
Dar16C_hiP,16ADB04561.000,4561,DAB_584,R2,T123,B9,33,9,46,84,26,11.6,56,217.728,1862.924651,1547.660479,1008.126713
Dar16C_hiP,16ADB04628.000,4628,DAB_187,R2,T160,B9,33,10,45,84,31,11.8,43,365.04,3119.818605,2173.809092,1686.388435
Dar16C_hiP,16ADB04693.000,4693,LPA_146,R2,T293,B15,33,11,45,83,23,12.1,52,401.544,3420.127674,3211.94599,1848.717662
Dar16C_hiP,16ADB04760.000,4760,MAZ_032,R2,T173,B15,33,12,40,83,24,11.6,57,226.8,1925.162791,1732.646512,1050.131992
Dar16C_hiP,16ADB04034.000,4034,DAB_569,R1,T104,B4,34,1,46,83,31,11.4,55,287.469,2462.428256,1715.756462,1334.053708
Dar16C_hiP,16ADB04099.000,4099,AFR_722,R1,T220,B4,34,2,42,83,27,11.5,66,314.847,2696.945233,2157.556186,1459.457338
Dar16C_hiP,16ADB04166.000,4166,DAB_900,R1,T13,B10,34,3,39,81,26,11.1,57,362.88,3108.390698,2582.355349,1689.714645
Dar16C_hiP,16ADB04231.000,4231,DAB_568,R1,T103,B10,34,4,39,80,29,11.1,59,421.848,3613.504186,2691.437601,1964.293275
Dar16C_hiP,16ADB04298.000,4298,MAZ_032,R1,T173,B16,34,5,39,82,25,10.9,56,383.292,3283.237674,2836.717351,1788.776304
Dar16C_hiP,16ADB04363.000,4363,DAB_577,R1,T114,B16,34,6,39,80,27,11.3,65,529.308,4533.994884,3627.195907,2459.125267
Dar16C_hiP,16ADB04430.000,4430,DAB_606,R2,T112,B4,34,7,40,82,32,11.3,48,428.922,3674.099302,2480.017029,1992.739441
Dar16C_hiP,16ADB04495.000,4495,DAB_066,R2,T157,B4,34,8,39,81,25,11.9,59,399.168,3407.626047,2944.188904,1841.960025
Dar16C_hiP,16ADB04562.000,4562,LPA_071,R2,T290,B10,34,9,47,83,28,12.2,50,403.704,2649.558977,2649.558977,1856.547832
Dar16C_hiP,16ADB04627.000,4627,LPA_426,R2,T308,B10,34,10,46,85,23,11.4,52,333.099,2853.289884,2679.611369,1545.808265
Dar16C_hiP,16ADB04694.000,4694,NDZ_012,R2,T338,B16,34,11,39,80,21,11.4,51,250.965,2149.738953,2211.160066,1164.650063
Dar16C_hiP,16ADB04759.000,4759,BRB_198,R2,T190,B16,34,12,47,84,26,11.3,51,294.84,2525.567442,2098.163721,1369.804525
Dar16C_hiP,16ADB04035.000,4035,LPA_610,R1,T167,B4,35,1,48,83,30,11.6,52,127.764,1093.174535,787.0856651,591.5743558
Dar16C_hiP,16ADB04098.000,4098,DAB_630,R1,T146,B4,35,2,39,80,27,11.8,57,360.477,3080.820872,2464.656698,1665.30858
Dar16C_hiP,16ADB04167.000,4167,DAB_596,R1,T140,B10,35,3,39,81,27,11.3,56,371.952,3186.100465,2548.880372,1728.061094
Dar16C_hiP,16ADB04230.000,4230,KAT_B9,R1,T204,B10,35,4,40,82,32,11.2,55,317.52,2719.84186,1835.893256,1476.837209
Dar16C_hiP,16ADB04299.000,4299,DAB_915,R1,T12,B16,35,5,39,81,28,12,55,342.225,2918.197674,2251.181063,1577.404148
Dar16C_hiP,16ADB04362.000,4362,SAB_712,R1,T183,B16,35,6,47,81,32,11.1,50,317.52,2719.84186,1835.893256,1478.500314
Dar16C_hiP,16ADB04431.000,4431,DAN_054,R2,T336,B4,35,7,40,82,29,11.6,56,351.351,3009.634535,2241.658826,1626.829478
Dar16C_hiP,16ADB04494.000,4494,LPA_771,R2,T299,B4,35,8,40,81,28,11.2,54,358.344,3069.535814,2367.927628,1666.716279
Dar16C_hiP,16ADB04563.000,4563,DAA_094,R2,T358,B10,35,9,45,84,24,11.6,64,285.768,2447.857674,2203.071907,1323.16631
Dar16C_hiP,16ADB04626.000,4626,CMB_045,R2,T289,B10,35,10,45,84,20,12.3,63,410.67,3489.899128,3769.091058,1886.431961
Dar16C_hiP,16ADB04695.000,4695,SAB_626,R2,T175,B16,35,11,46,84,24,12,59,333.099,2840.37907,2556.341163,1535.340038
Dar16C_hiP,16ADB04758.000,4758,KAT_B1,R2,T62,B16,35,12,37,79,27,11.5,50,240.408,2059.308837,1647.44707,1114.39912
Dar16C_hiP,16ADB04036.000,4036,DAN_033,R1,T271,B4,36,1,39,81,23,11.6,64,232.713,1993.394302,1872.057258,1077.510434
Dar16C_hiP,16ADB04097.000,4097,DAB_902,R1,T4,B4,36,2,40,80,30,11.2,61,369.603,3165.979186,2279.505014,1719.083721
Dar16C_hiP,16ADB04168.000,4168,DAB_932,R1,T61,B10,36,3,37,80,27,12.4,57,305.721,2595.073605,2076.058884,1402.742489
Dar16C_hiP,16ADB04229.000,4229,DAA_164,R1,T344,B10,36,4,39,81,23,11.9,66,401.544,3427.909535,3219.254172,1852.924073
Dar16C_hiP,16ADB04300.000,4300,LPA_771,R1,T299,B16,36,5,40,82,36,11.2,52,456.3,3908.616279,2345.169767,2122.325581
Dar16C_hiP,16ADB04361.000,4361,DAB_572,R1,T108,B16,36,6,47,81,32,12.3,55,401.544,3412.345814,2303.333424,1844.511251
Dar16C_hiP,16ADB04432.000,4432,DAA_001,R2,T255,B4,36,7,39,80,30,12.1,53,488.241,4158.564331,2994.166319,2247.872612
Dar16C_hiP,16ADB04493.000,4493,DAB_630,R2,T146,B4,36,8,39,79,27,12,58,390.096,3326.4,2661.12,1798.054054
Dar16C_hiP,16ADB04564.000,4564,CMB_036,R2,T274,B10,36,9,47,83,18,11.7,59,308.448,2639.143256,3166.971907,1426.563922
Dar16C_hiP,16ADB04625.000,4625,NUA_184,R2,T20,B10,36,10,48,86,24,12.1,52,506.493,3882.622212,3882.622212,NA
Dar16C_hiP,16ADB04696.000,4696,ACC_012,R2,T35,B16,36,11,45,84,26,11.3,56,410.67,3517.754651,2922.442326,1907.942018
Dar16C_hiP,16ADB04757.000,4757,DAB_930,R2,T51,B16,36,12,37,78,28,11.9,61,272.16,2323.381395,1792.322791,1255.881835
Dar16C_hiP,16ADB04037.000,4037,DAA_044,R1,T351,B4,37,1,39,81,31,11.9,65,305.721,2609.885669,1818.500982,1410.74901
Dar16C_hiP,16ADB04096.000,4096,SAB_568,R1,T181,B4,37,2,40,81,31,11.6,63,314.847,2696.945233,1879.161839,1457.808234
Dar16C_hiP,16ADB04169.000,4169,LPA_643,R1,T168,B10,37,3,42,84,27,12.6,51,346.788,2936.944884,2349.555907,1587.537775
Dar16C_hiP,16ADB04228.000,4228,DAB_150,R1,T159,B10,37,4,40,83,32,11.3,44,453.6,3885.488372,2622.704651,2107.391578
Dar16C_hiP,16ADB04301.000,4301,DAB_921,R1,T3,B16,37,5,40,81,27,11.6,48,358.344,2455.628651,2455.628651,1659.208548
Dar16C_hiP,16ADB04360.000,4360,DAB_571,R1,T107,B16,37,6,48,81,31,11.2,63,426.384,3652.35907,2544.869545,1983.181395
Dar16C_hiP,16ADB04433.000,4433,DAN_029,R2,T267,B4,37,7,38,80,27,11.4,61,362.88,3108.390698,2486.712558,1684.012571
Dar16C_hiP,16ADB04492.000,4492,DAB_344,R2,T73,B4,37,8,40,79,23,12.3,56,358.344,3045.229535,2859.867737,1646.070019
Dar16C_hiP,16ADB04565.000,4565,DAA_153,R2,T316,B10,37,9,46,82,28,11.7,55,435.456,3725.849302,2874.226605,2013.972596
Dar16C_hiP,16ADB04624.000,4624,DAA_153,R2,T314,B10,37,10,45,83,26,11.6,51,401.544,3439.582326,2857.499163,1859.23369
Dar16C_hiP,16ADB04697.000,4697,SAB_560,R2,T180,B16,37,11,39,80,24,11.8,55,392.418,3353.805,3018.4245,1812.867568
Dar16C_hiP,16ADB04756.000,4756,ACC_018,R2,T31,B16,37,12,39,79,27,11.6,52,226.8,1936.151163,1548.92093,1050.131992
Dar16C_hiP,16ADB04038.000,4038,DAA_059,R1,T333,B4,38,1,39,81,31,11.2,59,383.292,3283.237674,2287.675283,1782.753488
Dar16C_hiP,16ADB04095.000,4095,CMB_080,R1,T283,B4,38,2,39,81,26,11.4,53,241.839,2071.566628,1720.993814,1122.299151
Dar16C_hiP,16ADB04170.000,4170,DAZ_005,R1,T318,B10,38,3,39,80,34,11.2,58,471.744,4040.907907,2567.165023,2194.15814
Dar16C_hiP,16ADB04227.000,4227,DAN_013,R1,T242,B10,38,4,39,81,28,12.6,70,287.469,2434.572733,1878.098965,1315.985261
Dar16C_hiP,16ADB04302.000,4302,DAB_615,R1,T129,B16,38,5,38,80,30,11.5,58,469.989,4025.874767,2898.629833,2178.610229
Dar16C_hiP,16ADB04359.000,4359,DAB_604,R1,T102,B16,38,6,38,82,33,11.7,55,344.736,2949.630698,1930.667366,1594.394972
Dar16C_hiP,16ADB04434.000,4434,DAB_624,R2,T147,B4,38,7,39,80,22,12,53,328.536,2801.469767,2750.533953,1514.307982
Dar16C_hiP,16ADB04491.000,4491,LPA_714,R2,T169,B4,38,8,47,84,23,11.8,61,371.952,3178.892093,2985.394313,1718.32005
Dar16C_hiP,16ADB04566.000,4566,DAN_006,R2,T235,B10,38,9,39,80,26,11.3,56,276.696,2370.147907,1969.045953,1285.508862
Dar16C_hiP,16ADB04623.000,4623,SAB_568,R2,T181,B10,38,10,40,81,31,12.4,54,269.217,2285.21407,1592.278191,1235.250849
Dar16C_hiP,16ADB04698.000,4698,AFR_735,R2,T219,B16,38,11,40,81,26,11.6,50,232.713,1988.88436,1652.30393,1077.510434
Dar16C_hiP,16ADB04755.000,4755,DAB_494,R2,T376,B16,38,12,38,79,27,11.7,49,312.984,2677.954186,2142.363349,1447.542803
Dar16C_hiP,16ADB04039.000,4039,DAB_053,R1,T154,B4,39,1,47,NA,28,11.6,58,219.024,1876.135814,1447.304771,1014.127467
Dar16C_hiP,16ADB04094.000,4094,ACC_025,R1,T44,B4,39,2,40,83,28,11.6,40,182.52,1563.446512,1206.087309,845.1062225
Dar16C_hiP,16ADB04171.000,4171,DAA_145,R1,T310,B10,39,3,39,81,27,11.5,62,355.914,3048.720698,2438.976558,1649.821339
Dar16C_hiP,16ADB04226.000,4226,DAB_928,R1,T60,B10,39,4,37,80,34,12.4,50,326.592,2772.234419,1761.184219,1498.505091
Dar16C_hiP,16ADB04303.000,4303,DAB_598,R1,T144,B16,39,5,39,80,27,11.8,54,385.56,3295.193023,2636.154419,1781.185418
Dar16C_hiP,16ADB04358.000,4358,LYAMUNGO_85,R1,T203,B16,39,6,46,81,30,11.7,52,335.664,2872.008837,2067.846363,1552.437209
Dar16C_hiP,16ADB04435.000,4435,DAB_605,R2,T106,B4,39,7,39,81,29,11.2,59,430.92,3691.213953,2749.317979,2004.27907
Dar16C_hiP,16ADB04490.000,4490,CMB_043,R2,T280,B4,39,8,40,82,23,11.7,53,376.488,3221.307209,3025.22764,1741.24714
Dar16C_hiP,16ADB04567.000,4567,ACC_023,R2,T28,B10,39,9,39,82,18,11.5,52,435.456,3730.068837,4476.082605,2018.534255
Dar16C_hiP,16ADB04622.000,4622,ACC_022,R2,T34,B10,39,10,40,78,27,11.1,55,342.225,2931.462209,2345.169767,1593.536691
Dar16C_hiP,16ADB04699.000,4699,DAA_166,R2,T342,B16,39,11,39,79,27,12.1,65,401.544,3420.127674,2736.10214,1848.717662
Dar16C_hiP,16ADB04754.000,4754,ICA_CALIMA,R2,T380,B16,39,12,39,81,28,11.2,65,308.448,2038.216186,2038.216186,1434.64186
Dar16C_hiP,16ADB04040.000,4040,DAA_065,R1,T329,B4,40,1,38,79,21,11.3,59,342.225,2931.462209,3015.218272,1589.951681
Dar16C_hiP,16ADB04093.000,4093,DAB_625,R1,T148,B4,40,2,38,80,20,11.3,60,351.351,3009.634535,3250.405298,1632.350393
Dar16C_hiP,16ADB04172.000,4172,DAB_938,R1,T59,B10,40,3,39,82,36,11.7,57,331.128,2833.197907,1699.918744,1531.458328
Dar16C_hiP,16ADB04225.000,4225,DAA_049,R1,T334,B10,40,4,39,80,32,11.1,61,340.2,2914.116279,1967.028488,1584.10748
Dar16C_hiP,16ADB04304.000,4304,DAA_175,R1,T343,B16,40,5,39,80,27,11.2,55,272.16,2331.293023,1865.034419,1265.860465
Dar16C_hiP,16ADB04357.000,4357,DAB_934,R1,T55,B16,40,6,39,80,30,11.1,47,322.056,2758.696744,1986.261656,1499.621747
Dar16C_hiP,16ADB04436.000,4436,DAB_928,R2,T60,B4,40,7,38,81,30,12.1,55,317.52,2704.45814,1947.20986,1461.869265
